children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,350691.3622,62,secondary education,1,civil partnership,1,F,retiree,0,98855.47731,wedding ceremony
1,,31,secondary education,1,civil partnership,1,F,employee,1,,having a wedding
0,-1470.220839,23,secondary education,1,married,0,M,civil servant,0,264393.5168,construction of own property
0,,24,bachelor degree,2,unmarried,4,F,partner,0,,construction of own property
0,-4610.725482,57,masters degree,0,civil partnership,1,F,civil servant,0,258283.8645,profile education
0,-432.2145246,29,secondary education,1,civil partnership,1,F,employee,1,202343.3166,to have a wedding
0,-1184.718535,63,secondary education,1,married,0,M,employee,0,65895.35523,property renovation
1,,26,masters degree,0,married,0,F,civil servant,0,,education
0,-8181.528344,54,masters degree,0,married,0,M,employee,0,235257.3292,construction of own property
0,386119.6346,60,secondary education,1,married,0,F,retiree,0,161253.2454,buy residential real estate
1,,59,secondary education,1,married,0,F,employee,0,,property
1,371911.2615,63,Secondary Education,1,married,0,F,retiree,0,160393.2092,housing transactions
1,-3508.701949,65,masters degree,0,civil partnership,1,F,employee,0,146556.1651,to have a wedding
0,-705.9374334,52,secondary education,1,married,0,M,employee,0,277343.7048,to buy a car
0,-4571.785624,50,secondary education,1,civil partnership,1,F,employee,0,166502.4064,wedding ceremony
0,-276.8826972,26,secondary education,1,civil partnership,1,M,partner,0,234138.5192,purchase of a car
0,-815.2417572,28,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,110887.2136,buy residential real estate
0,-906.9149807,48,secondary education,1,married,0,F,employee,0,96750.23611,real estate transactions
0,341983.3438,67,secondary education,1,divorced,3,F,retiree,0,57327.93594,housing
0,-1777.966556,41,secondary education,1,married,0,M,partner,0,96852.3592,getting higher education
1,-483.2808955,36,secondary education,1,married,0,F,employee,0,98181.66361,building a property
0,-2142.465658,45,secondary education,1,married,0,M,partner,0,268727.6386,housing transactions
0,-4300.256809,61,secondary education,1,married,0,F,employee,0,41900.47064,building a real estate
1,-433.3052548,29,masters degree,0,civil partnership,1,F,partner,0,75858.87679,to have a wedding
0,356633.3631,65,secondary education,1,married,0,F,retiree,0,282236.7932,buy real estate
0,-357.6812306,27,secondary education,1,unmarried,4,F,employee,1,75568.83676,buying a second-hand car
0,399375.6523,67,secondary education,1,married,0,M,retiree,0,55597.47616,purchase of the house for my family
0,-2981.33705,37,masters degree,0,married,0,M,employee,0,78136.89988,property renovation
0,-2207.812868,52,secondary education,1,married,0,F,civil servant,0,105939.0326,housing transactions
2,,33,masters degree,0,married,0,M,partner,0,,going to university
2,-910.8831977,30,secondary education,1,married,0,F,partner,1,56169.19807,cars
0,-1308.780141,25,masters degree,0,civil partnership,1,M,employee,0,73942.10284,wedding ceremony
0,-133.2466011,27,secondary education,1,unmarried,4,M,employee,0,271568.7456,supplementary education
0,-2395.135145,55,secondary education,1,married,0,F,employee,0,146318.6034,going to university
0,-196.1734203,53,secondary education,1,married,0,F,employee,0,111976.4797,buying my own car
0,-307.6941968,29,bachelor degree,2,unmarried,4,M,partner,0,238957.5471,second-hand car purchase
0,337246.3395,55,secondary education,1,civil partnership,1,F,retiree,0,111340.4388,wedding ceremony
0,,59,secondary education,1,married,0,F,retiree,0,,transactions with my real estate
2,-3491.357032,43,secondary education,1,married,0,M,employee,1,290628.6333,car purchase
1,-672.1783763,62,secondary education,1,married,0,F,partner,0,157545.6933,to buy a car
0,-4995.359079,57,secondary education,1,married,0,F,civil servant,0,162242.5604,cars
1,-3352.458371,35,secondary education,1,married,0,M,partner,0,457528.9015,real estate transactions
1,-1809.917305,51,masters degree,0,civil partnership,1,F,partner,0,502318.5464,having a wedding
0,376005.4811,59,MASTERS DEGREE,0,married,0,M,retiree,0,120891.5278,getting an education
0,395074.102,61,masters degree,0,married,0,F,retiree,0,142210.3939,property
1,-2886.028645,36,secondary education,1,married,0,M,partner,0,187817.0566,purchase of the house
1,-1452.698328,40,primary education,3,civil partnership,1,F,employee,0,77989.12828,getting an education
1,-98.78503418,42,secondary education,1,married,0,F,partner,0,193250.4905,education
2,-712.5933407,27,secondary education,1,civil partnership,1,F,employee,0,349080.7103,wedding ceremony
0,-2127.37723,45,secondary education,1,married,0,F,employee,0,99600.84752,education
0,-1990.56656,27,bachelor degree,2,unmarried,4,M,partner,0,135338.8495,transactions with my real estate
1,-2838.011748,31,masters degree,0,married,0,F,employee,0,285369.6533,car
0,-7762.17075,47,masters degree,0,married,0,F,civil servant,0,542438.0932,purchase of my own house
0,-11168.45121,53,secondary education,1,married,0,F,employee,0,174669.053,construction of own property
0,-2094.413901,34,masters degree,0,married,0,F,employee,0,110680.4389,transactions with my real estate
2,-558.0356785,34,secondary education,1,married,0,M,employee,0,84429.41674,purchase of a car
2,-1978.781961,25,secondary education,1,married,0,F,employee,0,116609.9039,going to university
1,-4616.419865,35,MASTERS DEGREE,0,civil partnership,1,M,partner,0,108204.479,wedding ceremony
1,-4108.677191,54,secondary education,1,civil partnership,1,F,employee,0,94728.64244,wedding ceremony
0,-2504.717802,52,secondary education,1,civil partnership,1,M,partner,0,91261.49364,buying a second-hand car
0,384565.8422,50,secondary education,1,widow / widower,2,M,retiree,0,238721.8358,purchase of the house
3,-3486.098717,33,masters degree,0,married,0,F,civil servant,0,181661.1638,transactions with the residential real estate
0,-1589.522323,47,secondary education,1,civil partnership,1,F,employee,0,124502.0581,having a wedding
1,-3210.448127,36,masters degree,0,married,0,F,partner,0,272012.8628,university education
0,-922.3725335,24,secondary education,1,civil partnership,1,F,civil servant,0,173796.6641,to have a wedding
0,382791.5063,54,masters degree,0,unmarried,4,F,retiree,0,437510.4102,purchase of the house
0,331443.3589,57,secondary education,1,married,0,F,retiree,0,114772.7898,to own a car
0,-1601.998261,38,secondary education,1,married,0,M,employee,0,134335.5288,buying property for renting out
0,-921.5569012,25,masters degree,0,married,0,F,employee,0,186402.5025,housing transactions
0,-3857.19299,32,masters degree,0,married,0,F,employee,0,216004.0296,transactions with my real estate
2,-4029.232254,32,masters degree,0,married,0,F,employee,0,185124.0703,to own a car
0,-2227.36474,35,secondary education,1,married,0,F,employee,0,61883.84318,construction of own property
0,-4549.449401,61,secondary education,1,married,0,F,civil servant,0,82223.46452,supplementary education
2,-454.6982783,28,secondary education,1,married,0,M,employee,0,90093.50109,purchase of the house
0,,25,secondary education,1,unmarried,4,M,partner,0,,purchase of my own house
1,395972.0932,60,secondary education,1,unmarried,4,F,retiree,0,108025.0588,transactions with the residential real estate
0,347575.6412,61,secondary education,1,married,0,F,retiree,0,109834.5421,to get asupplementary education
1,-2635.891154,32,secondary education,1,married,0,F,employee,0,70582.33049,housing
2,-836.1331363,26,secondary education,1,married,0,F,employee,0,101761.1274,education
2,-3629.542113,35,masters degree,0,married,0,F,employee,0,56519.07276,property renovation
0,-4531.093705,54,secondary education,1,unmarried,4,F,partner,0,129210.6733,second-hand car purchase
0,-11761.80256,51,primary education,3,married,0,M,partner,0,124923.6183,purchase of a car
0,,55,masters degree,0,unmarried,4,F,retiree,0,,purchase of the house for my family
0,375415.1447,63,masters degree,0,widow / widower,2,F,retiree,0,160279.1208,property
0,364644.3952,62,secondary education,1,married,0,F,retiree,0,262517.6232,getting higher education
0,-729.084441,56,masters degree,0,civil partnership,1,F,employee,0,197591.076,housing
2,,30,secondary education,1,civil partnership,1,M,partner,0,,to have a wedding
2,-5262.043059,34,masters degree,0,married,0,F,employee,1,134969.4637,buy real estate
0,333394.0008,33,Secondary Education,1,married,0,M,retiree,0,163411.8796,education
1,396416.8377,63,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,0,33051.02975,to have a wedding
0,362201.3848,66,secondary education,1,married,0,F,retiree,0,51888.57101,to own a car
0,-9590.523471,59,secondary education,1,married,0,F,employee,0,94866.1495,buy real estate
0,-6781.573505,46,masters degree,0,married,0,F,partner,0,300230.6402,buy real estate
1,-1699.17001,31,secondary education,1,married,0,F,partner,0,129549.9724,buy residential real estate
1,-3111.554607,48,masters degree,0,civil partnership,1,M,partner,0,336929.0458,wedding ceremony
0,371212.1405,64,secondary education,1,married,0,F,retiree,0,84947.81757,education
0,-305.5964272,25,secondary education,1,married,0,F,employee,0,134099.7342,cars
0,-882.154698,47,secondary education,1,married,0,M,employee,0,110161.069,supplementary education
1,-1248.99697,40,secondary education,1,married,0,F,partner,0,109452.5926,education
0,,36,masters degree,0,married,0,M,partner,0,,going to university
2,-1250.721912,33,secondary education,1,married,0,M,employee,0,139748.4674,education
0,-1247.199649,52,secondary education,1,married,0,F,employee,0,278283.8549,building a property
0,-1584.349426,26,Masters Degree,0,civil partnership,1,F,partner,0,319728.8802,getting higher education
0,-3322.348628,39,secondary education,1,married,0,F,employee,0,119432.9382,profile education
0,-1393.519716,21,secondary education,1,civil partnership,1,F,employee,0,77828.2846,wedding ceremony
0,331741.2715,0,secondary education,1,unmarried,4,F,retiree,0,129788.7629,property
1,-1960.654109,35,MASTERS DEGREE,0,married,0,M,partner,0,111055.7093,university education
0,-489.779594,34,secondary education,1,civil partnership,1,F,civil servant,0,197068.0948,having a wedding
0,-3913.762424,36,secondary education,1,unmarried,4,F,civil servant,0,94007.66812,housing transactions
0,-2357.232717,50,secondary education,1,married,0,F,partner,0,129956.0531,car purchase
0,-4501.408146,47,secondary education,1,married,0,F,civil servant,0,170668.4002,getting higher education
1,-3565.795068,42,masters degree,0,married,0,M,partner,0,295742.5166,property
1,,43,secondary education,1,civil partnership,1,M,partner,0,,buy residential real estate
3,-4144.94584,42,secondary education,1,married,0,F,employee,0,69376.95955,buy residential real estate
1,-4489.276558,37,masters degree,0,married,0,F,partner,0,299670.1038,buying property for renting out
0,372551.5774,66,secondary education,1,civil partnership,1,F,retiree,0,102012.5204,building a property
0,-5438.511047,37,secondary education,1,divorced,3,M,partner,0,405163.0568,second-hand car purchase
0,-661.1485787,28,masters degree,0,civil partnership,1,F,employee,0,224639.6255,having a wedding
2,-2086.472121,31,MASTERS DEGREE,0,married,0,F,employee,0,220534.7744,to own a car
0,376792.4669,63,secondary education,1,unmarried,4,F,retiree,0,315332.2294,housing transactions
3,,35,secondary education,1,married,0,F,employee,1,,to get asupplementary education
0,390775.1299,51,masters degree,0,married,0,F,retiree,0,95125.30064,housing
0,-3181.931404,44,secondary education,1,civil partnership,1,F,employee,0,494202.9678,property
0,377044.1715,59,masters degree,0,unmarried,4,F,retiree,0,126273.9186,buying my own car
0,-3952.599364,49,secondary education,1,married,0,F,employee,0,292634.692,transactions with the residential real estate
1,-303.1514726,36,Secondary Education,1,married,0,M,employee,0,130290.8198,purchase of my own house
0,-686.7871042,55,masters degree,0,divorced,3,F,employee,0,245314.8611,real estate transactions
0,-2323.813591,41,secondary education,1,married,0,M,employee,0,138338.4064,to become educated
0,398484.8648,52,secondary education,1,married,0,F,retiree,0,142529.226,getting an education
0,362538.7384,56,SECONDARY EDUCATION,1,married,0,F,retiree,0,75071.73341,purchase of my own house
1,372149.317,61,secondary education,1,married,0,M,retiree,0,108426.2293,property
0,-1313.828026,26,masters degree,0,married,0,F,partner,0,225429.6045,real estate transactions
0,,34,secondary education,1,civil partnership,1,F,partner,0,,profile education
0,-3372.301025,45,secondary education,1,civil partnership,1,M,employee,1,123080.3408,getting higher education
0,-140.5728312,26,secondary education,1,civil partnership,1,M,employee,0,169331.9993,getting higher education
0,-3642.51164,51,secondary education,1,civil partnership,1,M,employee,0,225651.163,wedding ceremony
2,-793.5247581,47,SECONDARY EDUCATION,1,married,0,M,employee,0,130216.5596,property
0,397156.509,63,secondary education,1,married,0,F,retiree,0,145122.2791,profile education
0,364291.0493,73,secondary education,1,widow / widower,2,F,retiree,0,64437.76565,buy residential real estate
0,-8758.694572,51,secondary education,1,civil partnership,1,F,employee,0,82603.03961,wedding ceremony
2,-1500.928698,32,secondary education,1,married,0,F,partner,0,193986.185,real estate transactions
0,-4137.331615,69,masters degree,0,married,0,M,civil servant,0,146187.8583,property
2,-503.9695161,28,secondary education,1,married,0,F,employee,0,99358.69186,real estate transactions
0,,56,secondary education,1,divorced,3,F,retiree,0,,housing transactions
0,393280.6823,53,secondary education,1,widow / widower,2,F,retiree,0,82591.01469,to buy a car
1,-1709.158265,31,secondary education,1,married,0,M,partner,0,152367.6451,construction of own property
1,-1339.521871,34,secondary education,1,married,0,M,employee,0,180234.2158,building a real estate
0,-2083.934423,43,secondary education,1,civil partnership,1,F,partner,1,158836.1141,to own a car
0,-8437.660236,44,secondary education,1,married,0,F,employee,0,120124.5593,buying a second-hand car
2,-935.6219216,29,secondary education,1,civil partnership,1,F,partner,0,152578.0918,transactions with my real estate
1,-295.8192312,26,secondary education,1,married,0,M,employee,0,85934.49249,car
0,-1353.831133,42,secondary education,1,married,0,M,employee,0,143897.5697,property
0,,37,secondary education,1,married,0,F,employee,0,,car
0,,56,secondary education,1,widow / widower,2,F,retiree,0,,property renovation
0,396020.9334,52,secondary education,1,civil partnership,1,F,retiree,0,116828.8502,to have a wedding
0,-2059.601931,29,MASTERS DEGREE,0,unmarried,4,M,employee,0,111254.8642,housing
1,-62.10848678,32,primary education,3,married,0,M,employee,0,125994.9106,to buy a car
1,-1279.084704,33,secondary education,1,married,0,F,employee,1,117979.0461,to buy a car
0,-1737.69596,30,masters degree,0,married,0,F,employee,0,144012.4003,construction of own property
0,-392.5818575,26,secondary education,1,unmarried,4,M,partner,0,218063.725,buy real estate
0,-4093.621851,40,secondary education,1,civil partnership,1,F,civil servant,0,117116.9674,to have a wedding
3,,40,masters degree,0,civil partnership,1,M,employee,0,,wedding ceremony
2,,38,secondary education,1,married,0,F,partner,0,,housing transactions
0,-3163.131505,28,secondary education,1,unmarried,4,F,civil servant,0,156858.9342,buy residential real estate
0,-257.7196442,24,secondary education,1,unmarried,4,M,employee,0,102584.4597,car purchase
1,-3907.10305,42,secondary education,1,married,0,M,partner,0,237328.346,car
1,-2387.039142,34,secondary education,1,married,0,F,partner,0,94229.35002,building a property
1,-2410.205534,39,masters degree,0,married,0,F,partner,0,236937.2213,building a property
0,-4410.059633,54,SECONDARY EDUCATION,1,married,0,F,employee,0,75470.48758,purchase of the house
0,-4354.812375,67,secondary education,1,divorced,3,M,employee,0,151487.5328,to buy a car
0,-3062.072995,49,secondary education,1,unmarried,4,M,employee,0,111674.2923,transactions with the residential real estate
2,-1223.172066,32,secondary education,1,civil partnership,1,M,partner,0,356590.86,having a wedding
0,-179.3463571,41,secondary education,1,married,0,F,employee,1,73947.32363,building a property
0,-2935.267995,47,secondary education,1,married,0,F,partner,0,133183.8222,to buy a car
1,,50,secondary education,1,civil partnership,1,F,partner,1,,construction of own property
0,-942.8229744,40,secondary education,1,married,0,F,employee,0,115911.6983,buy commercial real estate
0,-341.3540729,24,secondary education,1,unmarried,4,F,employee,0,97439.89902,university education
1,-4074.388207,43,Masters Degree,0,married,0,F,employee,0,312921.4731,profile education
0,344746.3266,65,secondary education,1,married,0,F,retiree,0,71425.0488,property
0,-1398.434786,39,masters degree,0,widow / widower,2,F,partner,0,140864.4347,supplementary education
0,-556.1659584,49,secondary education,1,widow / widower,2,M,employee,0,170265.7886,property
0,-1265.598604,24,secondary education,1,unmarried,4,M,employee,1,114987.8176,buy real estate
1,-1812.084854,37,secondary education,1,civil partnership,1,F,employee,0,240127.6231,buy commercial real estate
2,-1160.486911,48,secondary education,1,civil partnership,1,M,employee,0,212497.6108,having a wedding
0,392744.3553,61,secondary education,1,unmarried,4,F,retiree,0,129183.6186,transactions with my real estate
0,384596.4101,60,secondary education,1,married,0,M,retiree,0,158660.6251,construction of own property
0,-677.3766625,34,masters degree,0,civil partnership,1,F,employee,0,231202.3427,property
0,-231.0619734,40,secondary education,1,married,0,M,employee,0,224554.393,property renovation
0,-1102.019223,58,secondary education,1,married,0,M,employee,0,291406.09,real estate transactions
0,-2708.401861,35,masters degree,0,married,0,M,partner,0,197451.5599,building a property
0,,58,Secondary Education,1,civil partnership,1,M,employee,0,,having a wedding
0,-1305.382866,42,masters degree,0,married,0,M,employee,0,647456.4511,transactions with the residential real estate
0,-722.1949478,25,masters degree,0,married,0,F,employee,0,111036.8945,supplementary education
0,-421.3752694,54,masters degree,0,widow / widower,2,M,partner,0,199624.5487,transactions with the residential real estate
0,-1653.880045,52,secondary education,1,unmarried,4,F,employee,0,58995.57276,transactions with my real estate
1,,53,masters degree,0,married,0,F,partner,0,,real estate transactions
0,359492.6995,57,secondary education,1,widow / widower,2,F,retiree,0,319437.5355,purchase of the house
0,333472.4244,54,secondary education,1,married,0,M,retiree,0,115871.0123,purchase of the house
1,-3109.42403,49,secondary education,1,civil partnership,1,M,civil servant,0,110915.4558,transactions with my real estate
0,-6098.845144,52,secondary education,1,married,0,M,employee,0,141789.8396,purchase of my own house
0,-3241.128487,36,secondary education,1,married,0,F,civil servant,0,196230.6644,building a property
1,370215.8498,58,secondary education,1,civil partnership,1,F,retiree,1,105254.8539,to have a wedding
0,-419.5778007,48,secondary education,1,married,0,F,employee,0,95404.97781,building a property
0,,66,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,0,,purchase of my own house
0,,49,masters degree,0,civil partnership,1,F,partner,0,,to have a wedding
2,-6387.195972,34,masters degree,0,married,0,F,employee,0,118203.5983,purchase of my own house
1,-5600.932676,42,secondary education,1,civil partnership,1,F,employee,0,84174.95193,housing
0,-146.97452,35,masters degree,0,married,0,M,employee,0,234602.9293,buying property for renting out
1,,37,masters degree,0,married,0,F,employee,0,,to get asupplementary education
0,-4021.010281,47,secondary education,1,married,0,F,employee,0,156495.9695,real estate transactions
1,-361.5527566,31,secondary education,1,married,0,F,employee,0,126999.5692,to buy a car
0,-7840.410828,61,secondary education,1,civil partnership,1,F,civil servant,0,93144.2116,construction of own property
0,-2303.811188,25,masters degree,0,unmarried,4,M,employee,1,273216.7589,to become educated
0,343374.9474,67,secondary education,1,married,0,M,retiree,0,216474.2557,buying property for renting out
1,-462.8779795,41,masters degree,0,married,0,F,employee,0,85597.67355,to buy a car
1,-1753.8824,28,secondary education,1,married,0,M,employee,0,178254.307,to become educated
0,-1579.500982,31,secondary education,1,married,0,F,employee,0,146472.1074,getting higher education
0,-1578.419429,30,secondary education,1,unmarried,4,M,partner,0,402508.4621,supplementary education
2,-1881.656775,34,Secondary Education,1,civil partnership,1,F,partner,0,97527.19024,to buy a car
0,,47,secondary education,1,divorced,3,F,partner,0,,to get asupplementary education
0,-962.581722,47,secondary education,1,married,0,F,employee,0,101202.2217,housing
1,-1960.262853,37,secondary education,1,civil partnership,1,F,employee,0,220798.4679,to have a wedding
0,361700.9878,63,secondary education,1,divorced,3,F,retiree,0,399158.2531,to buy a car
0,-926.2094522,28,secondary education,1,unmarried,4,F,employee,0,210617.0866,getting higher education
1,-1580.518773,29,secondary education,1,civil partnership,1,F,employee,0,208026.8937,buying property for renting out
0,-4437.044585,68,SECONDARY EDUCATION,1,civil partnership,1,F,partner,0,185111.9613,wedding ceremony
0,-3588.70364,34,secondary education,1,married,0,M,partner,0,95405.43949,car purchase
0,-228.8584907,21,masters degree,0,civil partnership,1,F,partner,0,258317.9917,to have a wedding
0,,31,secondary education,1,unmarried,4,M,employee,0,,transactions with my real estate
0,-10617.53051,54,masters degree,0,married,0,M,civil servant,0,97179.72066,cars
0,,64,secondary education,1,married,0,F,retiree,0,,supplementary education
1,-3651.807397,54,secondary education,1,civil partnership,1,F,partner,0,148799.8872,real estate transactions
2,-610.0116263,27,secondary education,1,married,0,F,employee,0,151216.4588,transactions with the residential real estate
0,,48,SECONDARY EDUCATION,1,married,0,M,employee,0,,profile education
0,-3894.06552,30,masters degree,0,married,0,F,partner,0,487864.3629,purchase of a car
0,377199.3181,60,secondary education,1,unmarried,4,F,retiree,0,164337.6536,transactions with my real estate
0,-9888.153334,54,secondary education,1,married,0,M,employee,0,150259.5928,real estate transactions
0,351273.5325,57,secondary education,1,civil partnership,1,F,retiree,0,173820.7826,having a wedding
0,-4181.95099,49,secondary education,1,divorced,3,F,partner,0,148138.531,buy commercial real estate
0,353479.9567,59,masters degree,0,divorced,3,F,retiree,0,143786.5419,supplementary education
0,357837.2756,61,secondary education,1,civil partnership,1,F,retiree,0,236195.6038,having a wedding
0,-1851.357909,29,secondary education,1,civil partnership,1,F,employee,0,52603.68252,property
0,-7054.393691,51,masters degree,0,divorced,3,F,civil servant,0,129747.7133,buy real estate
0,-475.8119335,54,secondary education,1,married,0,F,employee,0,137499.3302,education
1,-3856.935086,42,masters degree,0,civil partnership,1,M,employee,0,323466.323,to have a wedding
-1,-661.8223209,32,masters degree,0,married,0,F,employee,0,137405.3849,buy residential real estate
0,-669.6671296,50,secondary education,1,married,0,F,employee,0,175819.3104,buying a second-hand car
0,-639.8172678,44,secondary education,1,civil partnership,1,M,employee,1,240500.5503,wedding ceremony
0,350015.7912,52,secondary education,1,civil partnership,1,F,retiree,0,96395.70593,getting an education
0,-933.2444027,23,secondary education,1,married,0,M,partner,0,164154.9117,building a real estate
0,-752.3330111,35,masters degree,0,married,0,M,partner,0,159852.0075,housing transactions
0,-5151.18169,52,Secondary Education,1,married,0,M,employee,0,76134.83526,transactions with the residential real estate
1,-1095.203047,37,masters degree,0,married,0,M,partner,0,351016.3393,buying property for renting out
0,-6012.915942,57,secondary education,1,married,0,F,partner,0,190279.0584,transactions with my real estate
0,-2390.1338,23,masters degree,0,married,0,F,employee,0,164175.753,car purchase
0,-5198.707579,51,secondary education,1,divorced,3,M,employee,0,81255.74988,purchase of a car
0,,55,secondary education,1,married,0,M,employee,0,,car
0,-550.7259889,61,secondary education,1,married,0,F,partner,0,64115.54282,property renovation
0,-3758.464824,56,secondary education,1,married,0,F,partner,0,116081.5657,education
1,-955.9078679,25,secondary education,1,civil partnership,1,F,employee,0,135597.0301,having a wedding
2,-355.6095755,33,secondary education,1,married,0,F,employee,0,101405.5956,car
0,-1359.020926,50,secondary education,1,married,0,F,partner,0,172244.3897,purchase of the house for my family
2,-1424.920668,44,SECONDARY EDUCATION,1,married,0,F,partner,0,253297.756,to get asupplementary education
2,-234.0127743,29,secondary education,1,married,0,F,employee,1,49864.90294,to own a car
0,-3424.756165,45,secondary education,1,divorced,3,F,partner,0,139505.1072,purchase of the house for my family
0,-5193.451641,61,masters degree,0,divorced,3,F,employee,0,103496.4528,supplementary education
0,-2555.28653,48,secondary education,1,married,0,M,employee,0,125316.4423,to become educated
0,-789.0040391,45,secondary education,1,divorced,3,F,employee,0,250297.5259,buy residential real estate
0,-605.1866917,60,secondary education,1,married,0,F,partner,0,197845.7212,buy residential real estate
0,-11283.26287,54,secondary education,1,married,0,F,civil servant,0,216454.9884,buying a second-hand car
0,-54.0083341,40,secondary education,1,widow / widower,2,F,employee,0,132081.2515,purchase of the house
0,-993.9954305,52,secondary education,1,married,0,M,employee,0,135867.1459,to own a car
0,-448.4479424,51,secondary education,1,married,0,F,employee,0,171800.7214,second-hand car purchase
0,-5462.637049,53,secondary education,1,married,0,M,partner,0,521391.9891,building a property
0,-1118.136526,30,masters degree,0,unmarried,4,F,civil servant,0,163139.0266,buy residential real estate
0,345502.3071,61,secondary education,1,widow / widower,2,F,retiree,0,276103.1351,buy commercial real estate
1,-777.085235,24,secondary education,1,divorced,3,M,employee,0,146620.5522,buy commercial real estate
0,391665.9796,57,secondary education,1,married,0,F,retiree,0,197229.406,buying property for renting out
0,-489.531421,58,secondary education,1,unmarried,4,F,employee,0,165691.5516,buying property for renting out
0,-12927.49939,64,secondary education,1,divorced,3,F,employee,0,65280.75749,buy residential real estate
0,-898.0227437,21,secondary education,1,unmarried,4,M,employee,0,111598.3087,purchase of a car
0,347310.0331,65,SECONDARY EDUCATION,1,married,0,M,retiree,0,159222.4982,car purchase
1,-2157.077541,42,secondary education,1,married,0,F,partner,0,110819.5147,transactions with my real estate
0,-1464.62373,62,secondary education,1,married,0,F,employee,0,214955.4061,transactions with the residential real estate
3,-2903.921654,48,secondary education,1,married,0,F,employee,0,63511.92182,real estate transactions
0,-2854.970657,53,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,107967.7815,purchase of my own house
0,-1168.042186,57,secondary education,1,married,0,F,partner,0,250624.217,buy commercial real estate
0,-388.7666448,33,Secondary Education,1,married,0,F,civil servant,0,178342.9065,building a real estate
2,-3333.784974,44,secondary education,1,married,0,F,employee,0,300673.4469,education
0,393651.237,65,secondary education,1,unmarried,4,F,retiree,0,137980.5573,to own a car
2,-3981.004565,40,secondary education,1,married,0,M,employee,0,166219.6638,building a real estate
0,-4023.470217,34,masters degree,0,married,0,F,employee,0,116972.4429,purchase of the house
0,-635.5922686,39,secondary education,1,married,0,M,partner,0,201080.9607,building a real estate
0,345937.7403,63,secondary education,1,married,0,F,retiree,1,81630.20896,building a property
1,-855.2034507,36,secondary education,1,civil partnership,1,F,partner,1,314812.0944,building a real estate
0,-168.308837,36,secondary education,1,unmarried,4,M,employee,0,249991.6274,purchase of a car
1,-2873.383129,41,secondary education,1,unmarried,4,M,partner,0,269789.3584,transactions with the residential real estate
2,-3156.957393,35,masters degree,0,divorced,3,F,employee,0,145319.7219,to get asupplementary education
0,-1139.25315,25,masters degree,0,civil partnership,1,F,civil servant,0,200962.5751,profile education
0,401113.1191,50,secondary education,1,married,0,M,retiree,0,160458.1911,construction of own property
3,,37,secondary education,1,married,0,F,partner,0,,buy commercial real estate
0,,28,secondary education,1,married,0,M,employee,0,,property
0,337457.6907,55,secondary education,1,unmarried,4,F,retiree,0,394706.8962,buying a second-hand car
1,,46,masters degree,0,divorced,3,F,employee,0,,education
0,-387.5156272,49,secondary education,1,married,0,M,employee,0,243423.3656,university education
0,368616.9126,58,secondary education,1,divorced,3,F,retiree,0,180094.4044,cars
1,-5252.845752,37,masters degree,0,married,0,F,civil servant,0,162136.152,purchase of the house
1,-1222.971427,35,secondary education,1,married,0,F,employee,1,128074.3989,profile education
1,-3841.447465,30,secondary education,1,unmarried,4,M,employee,0,74864.07028,purchase of the house for my family
0,-7224.503903,47,secondary education,1,married,0,F,employee,0,232234.0612,housing transactions
1,-5716.192552,40,secondary education,1,divorced,3,M,partner,0,229639.9761,housing
1,-3082.768182,27,secondary education,1,unmarried,4,F,employee,0,187194.8579,second-hand car purchase
2,-599.1097663,26,secondary education,1,married,0,M,employee,0,120106.5894,to own a car
0,-4093.413678,52,secondary education,1,married,0,F,employee,0,223653.0349,real estate transactions
0,-219.7740037,35,secondary education,1,divorced,3,M,employee,0,198475.216,housing
0,-576.7003266,24,secondary education,1,civil partnership,1,M,partner,0,150001.8322,building a property
0,-5170.487686,40,masters degree,0,divorced,3,M,employee,0,286665.23,housing transactions
0,-3022.8801,45,secondary education,1,married,0,M,employee,0,162935.0738,buying my own car
2,-1074.052659,38,secondary education,1,married,0,F,employee,1,273590.3971,building a property
2,-1511.598182,32,secondary education,1,married,0,M,employee,0,106262.3546,car purchase
0,-3583.682188,36,secondary education,1,married,0,M,partner,1,169669.8029,transactions with the residential real estate
0,-1275.779871,44,MASTERS DEGREE,0,married,0,F,employee,0,155379.4586,purchase of my own house
0,-3716.616404,32,secondary education,1,unmarried,4,M,employee,0,177779.743,buying property for renting out
0,-11749.25884,58,secondary education,1,unmarried,4,F,employee,1,173210.846,to own a car
0,-1944.547208,38,masters degree,0,unmarried,4,F,partner,0,229033.5062,transactions with the residential real estate
0,,46,secondary education,1,civil partnership,1,F,employee,0,,having a wedding
1,-433.5772235,38,masters degree,0,civil partnership,1,M,employee,0,119674.0178,buy residential real estate
0,-613.407138,39,masters degree,0,unmarried,4,F,partner,0,128230.2138,buying my own car
1,-5967.789395,34,masters degree,0,unmarried,4,F,employee,0,164756.0791,construction of own property
0,-8070.420892,47,secondary education,1,married,0,M,employee,0,267425.4316,car
1,-464.1288824,40,secondary education,1,married,0,F,employee,0,50267.24874,housing
